,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,Dew,humidity,Precipitation,precipcover,windspeed,winddir,cloudcover,solarenergy,uvindex,moonphase,icon_cloudy,icon_partly-cloudy-day,icon_rain,icon_snow
2749,1502841600.0,25.6,17.1,20.9,25.6,17.1,20.9,18.1,85.2,0.0,0.0,19.4,258.0,35.6,26.3,10,0.8,0,1,0,0
2750,1502928000.0,25.3,17.1,20.7,25.3,17.1,20.7,17.7,83.9,1.2,33.33,15.8,239.5,48.7,26.2,10,0.84,0,0,1,0
2751,1503014400.0,25.3,18.2,21.1,25.3,18.2,21.1,17.6,81.4,1.7,41.67,15.1,209.1,39.6,22.3,9,0.88,0,0,1,0
2752,1503100800.0,21.5,18.0,19.6,21.5,18.0,19.6,17.5,87.9,9.1,83.33,19.8,183.7,86.0,12.6,5,0.91,0,0,1,0
2753,1503187200.0,24.6,17.1,20.2,24.6,17.1,20.2,17.6,86.0,0.9,37.5,16.9,216.0,39.7,21.9,9,0.95,0,0,1,0
2754,1503273600.0,23.6,16.9,19.9,23.6,16.9,19.9,17.9,89.0,2.7,79.17,17.6,211.0,63.0,19.3,7,0.98,0,0,1,0
2755,1503360000.0,23.7,17.3,20.2,23.7,17.3,20.2,18.3,89.5,1.8,37.5,15.5,236.2,63.8,15.7,6,0.0,0,0,1,0
2756,1503446400.0,21.5,17.7,19.4,21.5,17.7,19.4,18.2,93.1,3.7,62.5,11.5,238.1,90.5,8.2,3,0.05,0,0,1,0
2757,1503532800.0,22.6,16.6,19.1,22.6,16.6,19.1,16.8,87.1,2.4,91.67,9.7,188.6,85.3,14.0,6,0.08,0,0,1,0
2758,1503619200.0,22.9,15.7,19.1,22.9,15.7,19.1,16.4,84.9,4.6,79.17,13.3,196.0,59.1,13.9,6,0.11,0,0,1,0
2759,1503705600.0,22.9,17.7,19.8,22.9,17.7,19.8,17.8,88.6,18.3,100.0,11.2,255.1,77.6,13.9,6,0.14,0,0,1,0
2760,1503792000.0,22.9,17.4,19.7,22.9,17.4,19.7,17.4,87.6,9.3,100.0,12.6,238.3,69.0,17.5,7,0.18,0,0,1,0
2761,1503878400.0,22.0,16.7,18.9,22.0,16.7,18.9,17.1,89.3,18.0,95.83,16.2,136.9,70.9,14.4,6,0.21,0,0,1,0
2762,1503964800.0,22.2,16.1,19.1,22.2,16.1,19.1,16.7,86.6,5.8,95.83,11.2,154.5,82.1,13.3,6,0.25,0,0,1,0
2763,1504051200.0,24.1,16.3,20.2,24.1,16.3,20.2,17.5,85.2,0.4,16.67,11.5,162.4,49.0,21.3,8,0.27,0,0,1,0
2764,1504137600.0,23.0,17.4,19.9,23.0,17.4,19.9,18.3,91.1,19.0,91.67,13.7,192.4,64.8,17.2,8,0.31,0,0,1,0
2765,1483920000.0,21.1,16.9,19.0,21.1,16.9,19.0,18.0,93.9,39.9,100.0,13.0,223.8,80.3,10.0,4,0.34,0,0,1,0
2766,1486598400.0,23.0,15.4,19.0,23.0,15.4,19.0,17.1,89.4,18.5,100.0,20.5,258.2,34.4,20.0,8,0.37,0,0,1,0
2767,1489017600.0,22.4,15.5,18.7,22.4,15.5,18.7,16.0,85.3,0.2,8.33,12.6,253.0,19.3,25.7,10,0.4,0,0,1,0
2768,1491696000.0,23.2,15.5,18.8,23.2,15.5,18.8,16.7,88.3,0.0,0.0,20.9,245.0,52.1,23.5,9,0.43,0,1,0,0
2769,1494288000.0,23.4,15.7,19.2,23.4,15.7,19.2,17.3,89.2,0.0,0.0,19.4,250.3,35.0,22.5,8,0.47,0,1,0,0
2770,1496966400.0,23.6,15.8,19.4,23.6,15.8,19.4,17.1,87.9,1.1,45.83,14.4,236.6,32.8,22.1,9,0.5,0,0,1,0
2771,1499558400.0,23.2,16.5,19.4,23.2,16.5,19.4,16.7,85.9,1.1,45.83,12.6,204.2,33.3,20.3,8,0.54,0,0,1,0
2772,1502236800.0,23.7,14.9,19.2,23.7,14.9,19.2,15.4,80.1,0.0,0.0,12.6,210.5,10.4,24.8,9,0.57,0,0,0,0
2773,1504915200.0,24.6,15.9,19.9,24.6,15.9,19.9,16.6,82.6,0.0,0.0,15.1,243.4,13.7,25.7,10,0.61,0,0,0,0
2774,1507507200.0,23.8,16.0,19.5,23.8,16.0,19.5,16.6,84.6,0.0,0.0,12.6,240.3,14.3,24.6,9,0.64,0,0,0,0
2775,1510185600.0,24.6,15.8,19.6,24.6,15.8,19.6,15.1,76.7,0.0,0.0,12.6,256.9,6.7,24.8,9,0.68,0,0,0,0
2776,1512777600.0,24.0,14.5,19.1,24.0,14.5,19.1,14.7,76.8,0.0,0.0,12.6,202.3,7.4,24.8,9,0.71,0,0,0,0
2777,1505260800.0,24.3,14.9,19.3,24.3,14.9,19.3,15.3,79.6,0.0,0.0,11.9,194.9,8.5,24.2,9,0.75,0,0,0,0
2778,1505347200.0,24.6,14.5,19.2,24.6,14.5,19.2,14.0,74.1,0.0,0.0,13.7,222.4,7.3,25.1,10,0.79,0,0,0,0
2779,1505433600.0,24.6,15.9,19.7,24.6,15.9,19.7,14.0,70.8,0.0,0.0,14.8,261.3,17.7,22.9,9,0.82,0,0,0,0
2780,1505520000.0,24.4,17.0,20.1,24.4,17.0,20.1,14.3,70.7,0.0,0.0,12.2,245.1,40.2,19.4,7,0.86,0,1,0,0
2781,1505606400.0,25.3,16.1,20.4,25.3,16.1,20.4,15.6,75.4,0.0,0.0,12.2,223.5,38.3,19.3,8,0.89,0,1,0,0
2782,1505692800.0,24.6,16.9,20.2,24.6,16.9,20.2,16.2,79.0,8.2,62.5,14.4,233.5,34.2,19.4,8,0.93,0,0,1,0
2783,1505779200.0,24.7,15.9,19.7,24.7,15.9,19.7,16.0,81.0,0.7,16.67,15.8,249.9,36.7,23.4,9,0.97,0,0,1,0
2784,1505865600.0,25.6,15.3,19.9,25.6,15.3,19.9,13.6,69.0,0.0,0.0,17.6,244.4,18.4,24.3,9,0.0,0,0,0,0
2785,1505952000.0,22.8,15.4,18.5,22.8,15.4,18.5,15.3,82.4,1.5,45.83,11.9,203.6,66.8,14.0,6,0.03,0,0,1,0
2786,1506038400.0,18.9,15.2,17.1,18.9,15.2,17.1,15.3,89.5,44.1,100.0,13.3,92.5,89.5,6.6,2,0.07,0,0,1,0
2787,1506124800.0,19.9,15.2,17.2,19.9,15.2,17.2,16.2,93.9,90.4,100.0,19.8,124.2,82.6,7.9,4,0.1,0,0,1,0
2788,1506211200.0,22.6,14.5,18.3,22.6,14.5,18.3,16.5,90.0,9.4,95.83,13.7,178.2,43.2,18.0,8,0.13,0,0,1,0
2789,1506297600.0,22.4,16.2,18.8,22.4,16.2,18.8,16.2,86.0,0.0,0.0,14.0,223.3,30.6,17.5,7,0.16,0,1,0,0
2790,1506384000.0,23.5,15.5,19.0,23.5,15.5,19.0,15.4,80.6,0.0,0.0,11.9,201.8,9.4,22.3,9,0.19,0,0,0,0
2791,1506470400.0,23.5,16.2,19.1,23.5,16.2,19.1,15.1,78.2,0.0,0.0,14.4,222.7,11.4,21.6,8,0.23,0,0,0,0
2792,1506556800.0,23.1,15.5,18.6,23.1,15.5,18.6,14.7,78.9,0.0,0.0,12.6,207.3,16.2,21.9,8,0.25,0,0,0,0
2793,1506643200.0,23.9,15.0,18.8,23.9,15.0,18.8,14.6,77.8,0.0,0.0,15.5,266.2,7.9,22.5,9,0.29,0,0,0,0
2794,1506729600.0,23.5,14.7,18.5,23.5,14.7,18.5,15.0,81.5,0.0,0.0,16.6,242.7,12.2,22.0,9,0.32,0,0,0,0
2795,1484006400.0,22.8,13.9,17.6,22.8,13.9,17.6,13.2,76.8,0.0,0.0,17.3,250.7,5.2,22.4,9,0.36,0,0,0,0
2796,1486684800.0,22.9,13.7,17.6,22.9,13.7,17.6,11.1,67.0,0.0,0.0,13.0,255.3,0.6,22.3,9,0.39,0,0,0,0
2797,1489104000.0,22.5,12.5,17.1,22.5,12.5,17.1,11.3,70.1,0.0,0.0,16.2,216.4,0.3,21.9,9,0.42,0,0,0,0
2798,1491782400.0,23.0,13.2,17.6,23.0,13.2,17.6,12.7,73.6,0.0,0.0,14.4,212.2,2.8,21.3,9,0.45,0,0,0,0
2799,1494374400.0,23.8,14.1,18.4,23.8,14.1,18.4,13.2,72.9,0.0,0.0,14.8,251.8,2.8,21.8,9,0.48,0,0,0,0
2800,1497052800.0,24.2,14.0,18.4,24.2,14.0,18.4,11.5,65.6,0.0,0.0,16.9,269.6,0.1,22.8,9,0.5,0,0,0,0
2801,1499644800.0,24.1,13.6,18.3,24.1,13.6,18.3,10.6,62.9,0.0,0.0,14.8,242.3,0.0,22.8,9,0.55,0,0,0,0
2802,1502323200.0,23.6,12.4,17.6,23.6,12.4,17.6,10.4,64.7,0.0,0.0,13.7,193.4,0.3,22.4,9,0.59,0,0,0,0
2803,1505001600.0,23.3,13.0,17.4,23.3,13.0,17.4,10.7,66.4,0.0,0.0,12.2,192.0,4.7,21.8,9,0.62,0,0,0,0
2804,1507593600.0,22.8,11.5,16.9,22.8,11.5,16.9,9.5,64.0,0.0,0.0,13.0,147.9,2.4,21.8,9,0.66,0,0,0,0
2805,1510272000.0,22.7,12.4,16.9,22.7,12.4,16.9,9.0,60.9,0.0,0.0,13.7,144.6,2.6,21.3,9,0.7,0,0,0,0
2806,1512864000.0,22.7,12.1,16.8,22.7,12.1,16.8,10.0,65.8,0.0,0.0,14.0,159.7,4.7,21.0,9,0.75,0,0,0,0
2807,1507852800.0,22.7,12.9,16.9,22.7,12.9,16.9,10.4,67.7,0.0,0.0,14.4,196.1,15.8,19.7,9,0.77,0,0,0,0
2808,1507939200.0,22.4,11.2,16.3,22.4,11.2,16.3,8.7,63.0,0.0,0.0,19.4,285.0,3.4,21.1,9,0.8,0,0,0,0
2809,1508025600.0,22.8,11.6,16.3,22.8,11.6,16.3,6.1,53.0,0.0,0.0,15.5,297.4,0.0,21.5,9,0.84,0,0,0,0
2810,1508112000.0,22.3,11.5,16.3,22.3,11.5,16.3,4.5,47.0,0.0,0.0,17.3,263.8,0.0,21.0,9,0.87,0,0,0,0
2811,1508198400.0,22.6,10.4,15.8,22.6,10.4,15.8,6.8,56.6,0.0,0.0,16.9,194.3,0.1,20.8,8,0.91,0,0,0,0
2812,1508284800.0,23.3,11.2,16.5,23.3,11.2,16.5,8.5,60.6,0.0,0.0,15.5,181.8,0.0,20.5,8,0.95,0,0,0,0
2813,1508371200.0,24.0,11.7,17.4,24.0,11.7,17.4,10.7,66.1,0.0,0.0,17.3,239.7,8.5,19.3,8,0.98,0,0,0,0
2814,1508457600.0,23.8,11.1,17.0,23.8,11.1,17.0,8.9,61.5,0.0,0.0,15.1,294.5,0.6,20.5,8,0.0,0,0,0,0
2815,1508544000.0,22.1,11.9,16.0,22.1,11.9,16.0,6.4,54.7,0.0,0.0,17.3,268.2,0.0,20.5,8,0.05,0,0,0,0
2816,1508630400.0,21.6,10.8,15.1,21.6,10.8,15.1,4.9,52.9,0.0,0.0,17.6,279.4,0.0,20.1,8,0.08,0,0,0,0
2817,1508716800.0,20.7,9.0,14.0,20.7,8.1,13.8,1.9,45.5,0.0,0.0,17.6,288.9,0.2,19.5,8,0.11,0,0,0,0
2818,1508803200.0,20.8,8.9,14.1,20.8,8.0,14.0,2.6,47.5,0.0,0.0,15.8,262.8,0.5,19.5,8,0.14,0,0,0,0
2819,1508889600.0,20.4,8.4,13.6,20.4,7.5,13.3,3.6,53.0,0.0,0.0,19.4,202.9,0.0,19.2,8,0.18,0,0,0,0
2820,1508976000.0,19.8,8.7,13.6,19.8,8.1,13.6,4.9,56.8,0.0,0.0,14.8,182.0,2.6,18.4,8,0.21,0,0,0,0
2821,1509062400.0,20.1,9.0,13.4,20.1,8.2,13.1,4.0,55.2,0.0,0.0,16.2,278.7,0.5,18.4,8,0.24,0,0,0,0
2822,1509148800.0,20.0,7.8,12.9,20.0,6.6,12.5,3.1,54.1,0.0,0.0,16.9,242.1,4.4,17.3,8,0.25,0,0,0,0
2823,1509235200.0,18.7,7.0,12.2,18.7,5.6,11.8,3.4,56.7,0.0,0.0,13.3,165.2,9.8,16.4,7,0.31,0,0,0,0
2824,1509321600.0,19.5,8.5,12.9,19.5,8.0,12.8,3.8,55.4,0.0,0.0,17.6,222.1,1.1,17.6,8,0.34,0,0,0,0
2825,1509408000.0,18.9,9.2,12.8,18.9,9.2,12.8,4.5,58.6,0.0,0.0,16.9,206.5,3.9,17.0,8,0.37,0,0,0,0
2826,1484092800.0,18.9,8.6,12.6,18.9,8.6,12.6,5.9,65.1,0.0,0.0,16.2,226.6,1.8,16.2,7,0.4,0,0,0,0
2827,1486771200.0,19.0,8.5,12.7,19.0,8.5,12.7,6.2,66.1,0.0,0.0,13.7,222.7,0.4,15.4,7,0.44,0,0,0,0
2828,1489190400.0,19.0,9.9,13.3,19.0,9.9,13.3,6.7,65.4,0.0,0.0,13.7,170.9,6.6,14.9,7,0.47,0,0,0,0
2829,1491868800.0,20.7,9.3,14.0,20.7,8.9,13.9,6.4,62.0,0.0,0.0,14.4,189.2,2.0,17.2,8,0.5,0,0,0,0
2830,1494460800.0,20.6,11.1,14.4,20.6,11.1,14.4,6.5,60.2,0.0,0.0,16.6,246.5,0.8,17.2,7,0.54,0,0,0,0
2831,1497139200.0,20.6,10.1,13.8,20.6,10.1,13.8,6.6,63.9,0.0,0.0,17.3,232.0,0.5,15.9,7,0.57,0,0,0,0
2832,1499731200.0,20.5,9.0,13.5,20.5,8.6,13.4,6.1,63.1,0.0,0.0,15.8,196.4,1.2,16.2,7,0.61,0,0,0,0
2833,1502409600.0,20.7,8.4,13.2,20.7,7.4,12.9,4.7,59.0,0.0,0.0,14.8,200.3,9.5,15.9,7,0.64,0,0,0,0
2834,1505088000.0,19.0,8.2,12.5,19.0,6.9,12.2,4.1,57.8,0.0,0.0,14.0,154.6,6.2,15.5,7,0.68,0,0,0,0
2835,1507680000.0,20.2,9.2,13.2,20.2,9.2,13.2,3.0,52.0,0.0,0.0,15.5,254.6,4.4,16.8,7,0.71,0,0,0,0
2836,1510358400.0,20.2,8.5,13.1,20.2,7.8,12.9,2.7,51.2,0.0,0.0,16.6,270.1,34.3,16.1,7,0.75,0,1,0,0
2837,1512950400.0,20.7,8.7,13.5,20.7,8.1,13.3,1.9,47.7,0.0,0.0,15.1,258.0,25.2,17.1,7,0.78,0,1,0,0
2838,1510531200.0,20.8,8.2,13.2,20.8,7.5,13.1,-0.3,41.6,0.0,0.0,14.4,184.4,6.0,16.9,7,0.82,0,0,0,0
2839,1510617600.0,18.1,7.4,11.5,18.1,6.6,11.4,1.4,51.4,0.0,0.0,19.8,142.6,0.1,16.5,7,0.85,0,0,0,0
2840,1510704000.0,17.0,5.7,10.2,17.0,4.4,9.7,2.4,60.3,0.0,0.0,20.5,137.0,7.0,14.8,7,0.89,0,0,0,0
2841,1510790400.0,17.5,6.5,11.0,17.5,5.5,10.7,3.3,61.3,0.0,0.0,12.6,144.4,21.3,14.7,7,0.92,0,1,0,0
2842,1510876800.0,17.9,6.6,11.3,17.9,5.2,10.7,2.6,58.5,0.0,0.0,11.2,124.9,13.8,15.2,7,0.96,0,0,0,0
2843,1510963200.0,16.8,5.4,10.9,16.8,3.3,10.3,2.8,59.6,0.0,0.0,10.1,92.6,26.0,13.0,6,0.0,0,1,0,0
2844,1511049600.0,16.0,6.8,10.7,16.0,5.6,10.5,4.7,68.4,0.0,0.0,13.7,125.8,43.1,11.9,5,0.03,0,1,0,0
2845,1511136000.0,16.4,6.9,10.4,16.4,5.8,10.0,3.5,64.5,0.0,0.0,13.7,167.0,23.2,13.8,6,0.06,0,1,0,0
2846,1511222400.0,18.1,4.7,10.3,18.1,2.7,9.7,-1.3,48.5,0.0,0.0,16.2,186.3,0.0,16.5,7,0.09,0,0,0,0
2847,1511308800.0,17.4,5.0,9.6,17.4,3.4,9.1,-4.83,37.7,0.0,0.0,15.5,289.4,0.0,16.4,7,0.12,0,0,0,0
2848,1511395200.0,17.3,4.4,9.5,17.3,2.6,8.9,-4.83,36.1,0.0,0.0,14.4,287.8,45.9,12.6,6,0.16,0,1,0,0
2849,1511481600.0,18.3,4.8,10.2,18.3,3.3,9.7,-4.83,33.1,0.0,0.0,17.3,277.7,0.0,16.5,7,0.19,0,0,0,0
2850,1511568000.0,19.3,6.5,11.2,19.3,6.5,11.1,-4.83,32.3,0.0,0.0,15.5,275.9,0.0,16.4,7,0.22,0,0,0,0
2851,1511654400.0,18.4,6.3,10.7,18.4,5.1,10.3,-4.1,37.2,0.0,0.0,16.6,279.6,0.0,15.9,7,0.25,0,0,0,0
2852,1511740800.0,18.1,4.7,10.0,18.1,3.2,9.7,-4.3,38.6,0.0,0.0,20.2,266.3,1.3,16.0,7,0.29,0,0,0,0
2853,1511827200.0,17.8,5.2,9.8,17.8,4.2,9.5,-4.4,38.8,0.0,0.0,18.4,279.8,1.8,15.6,7,0.32,0,0,0,0
2854,1511913600.0,17.1,4.4,9.4,17.1,2.8,8.7,-3.5,42.3,0.0,0.0,16.6,288.1,1.9,15.3,7,0.36,0,0,0,0
2855,1512000000.0,17.9,4.9,9.8,17.9,3.3,9.2,-4.4,39.1,0.0,0.0,16.9,285.2,0.0,15.6,7,0.39,0,0,0,0
2856,1484179200.0,17.1,5.1,9.7,17.1,5.1,9.6,-4.83,35.8,0.0,0.0,14.0,252.4,0.0,15.6,7,0.42,0,0,0,0
2857,1486857600.0,17.2,4.3,9.6,17.2,3.0,9.3,-4.83,37.8,0.0,0.0,15.8,222.4,7.1,15.5,7,0.45,0,0,0,0
2858,1489276800.0,18.0,4.6,9.6,18.0,3.3,9.2,-4.83,34.0,0.0,0.0,13.7,288.0,66.6,15.1,7,0.5,0,1,0,0
2859,1491955200.0,17.6,6.8,10.5,17.6,6.1,10.4,-4.83,30.9,0.0,0.0,11.9,276.1,92.1,11.7,5,0.52,1,0,0,0
2860,1494547200.0,17.7,5.8,10.5,17.7,4.3,10.2,-3.4,39.6,0.0,0.0,11.5,71.7,93.8,11.3,5,0.56,1,0,0,0
2861,1497225600.0,18.5,6.6,11.5,18.5,4.7,11.0,0.2,47.7,0.0,0.0,10.4,79.2,31.0,13.4,6,0.59,0,1,0,0
2862,1499817600.0,16.8,6.8,10.8,16.8,5.9,10.5,4.6,66.6,0.0,0.0,11.2,99.3,52.1,9.5,5,0.62,0,1,0,0
2863,1502496000.0,19.9,6.7,11.7,19.9,6.7,11.6,1.8,53.7,0.0,0.0,21.2,245.7,19.9,14.9,7,0.66,0,0,0,0
2864,1505174400.0,19.0,6.4,11.4,19.0,6.4,11.4,-0.1,46.5,0.0,0.0,15.5,205.7,0.0,14.7,7,0.69,0,0,0,0
2865,1507766400.0,19.7,8.2,12.1,19.7,7.7,12.0,-1.0,42.4,0.0,0.0,14.4,209.9,0.0,14.8,7,0.75,0,0,0,0
2866,1510444800.0,17.6,6.8,10.9,17.6,5.6,10.5,1.8,56.1,0.3,8.33,17.3,139.2,31.3,11.7,5,0.76,0,0,1,0
2867,1513036800.0,10.4,4.8,7.3,10.4,3.5,6.0,5.9,90.9,14.6,70.83,14.4,130.9,58.5,6.5,3,0.79,0,0,1,0
2868,1513123200.0,12.7,3.3,7.1,12.7,1.1,6.1,2.1,72.4,0.0,0.0,14.0,121.3,34.3,12.0,6,0.83,0,1,0,0
2869,1513209600.0,15.4,0.8,7.1,15.4,-2.4,5.7,-4.83,45.5,0.0,0.0,11.5,59.5,4.7,14.9,7,0.86,0,0,0,0
2870,1513296000.0,16.3,0.6,7.3,16.3,-2.9,5.9,-4.83,36.9,0.0,0.0,12.2,47.3,38.8,13.6,7,0.9,0,1,0,0
2871,1513382400.0,16.1,2.6,7.6,16.1,0.3,6.5,-4.83,31.2,0.0,0.0,13.7,12.5,0.0,15.6,7,0.93,0,0,0,0
2872,1513468800.0,17.2,2.1,8.2,17.2,-0.5,6.8,-4.83,28.1,0.0,0.0,14.0,342.2,0.0,15.6,7,0.97,0,0,0,0
2873,1513555200.0,20.4,3.5,10.2,20.4,0.7,9.0,-4.83,30.4,0.0,0.0,14.8,340.5,0.1,15.5,7,0.0,0,0,0,0
2874,1513641600.0,20.4,5.1,11.1,20.4,2.6,10.3,-4.83,33.6,0.0,0.0,16.2,328.1,71.8,12.2,6,0.03,0,1,0,0
2875,1513728000.0,19.2,7.3,11.5,19.2,5.9,10.9,-2.6,39.6,0.0,0.0,14.4,327.5,84.5,10.5,5,0.07,0,1,0,0
2876,1513814400.0,18.8,6.8,11.4,18.8,5.2,10.8,-0.7,45.9,0.0,0.0,15.5,316.4,65.1,13.1,6,0.1,0,1,0,0
2877,1513900800.0,17.9,4.3,9.7,17.9,2.4,8.9,-4.83,35.9,0.0,0.0,13.0,315.4,16.2,15.5,7,0.13,0,0,0,0
2878,1513987200.0,19.1,3.1,9.6,19.1,0.2,8.7,-4.83,30.5,0.0,0.0,14.4,339.1,17.0,15.4,7,0.17,0,0,0,0
2879,1514073600.0,17.1,4.8,9.7,17.1,3.3,9.2,-4.83,35.8,0.0,0.0,18.0,212.0,46.0,14.3,7,0.2,0,1,0,0
2880,1514160000.0,16.3,4.0,8.5,16.3,2.4,8.0,-4.1,43.3,0.0,0.0,19.1,278.4,9.3,14.6,7,0.24,0,0,0,0
2881,1514246400.0,15.8,4.5,8.9,15.8,4.5,8.8,-4.83,36.1,0.0,0.0,11.9,203.8,23.7,11.5,5,0.25,0,1,0,0
2882,1514332800.0,17.2,6.5,10.3,17.2,6.5,10.3,-4.8,35.8,0.0,0.0,13.3,290.7,64.6,12.6,6,0.3,0,1,0,0
2883,1514419200.0,17.9,5.2,10.0,17.9,3.6,9.4,-4.6,37.9,0.0,0.0,12.6,315.5,44.9,13.5,6,0.34,0,1,0,0
2884,1514505600.0,18.0,3.5,9.5,18.0,0.8,8.6,-4.83,38.4,0.0,0.0,14.4,12.6,1.7,14.8,7,0.37,0,0,0,0
2885,1514592000.0,16.2,3.5,8.4,16.2,1.5,7.5,-4.3,43.3,0.0,0.0,17.3,129.2,0.2,14.8,7,0.4,0,0,0,0
2886,1514678400.0,14.2,2.3,7.1,14.2,0.3,6.4,-4.83,44.9,0.0,0.0,16.6,135.1,35.2,13.1,6,0.44,0,1,0,0
2887,1514764800.0,12.3,1.7,5.7,12.3,0.0,4.8,-4.83,47.3,0.0,0.0,19.4,141.0,7.5,13.5,6,0.47,0,0,0,0
2888,1517443200.0,13.0,-0.3,5.1,13.0,-3.1,4.0,-4.83,51.5,0.0,0.0,16.2,241.3,6.0,13.9,6,0.5,0,0,0,0
2889,1519862400.0,14.4,0.2,6.0,14.4,-2.0,5.1,-4.83,39.9,0.0,0.0,16.2,287.5,0.0,15.3,7,0.54,0,0,0,0
2890,1522540800.0,14.7,1.2,6.2,14.7,-1.2,5.4,-4.83,35.1,0.0,0.0,16.2,260.5,1.2,15.3,7,0.57,0,0,0,0
2891,1525132800.0,12.8,0.5,5.0,12.8,-1.8,4.2,-4.83,40.8,0.0,0.0,17.6,296.0,14.5,14.8,7,0.61,0,0,0,0
2892,1527811200.0,12.2,0.6,4.6,12.2,-1.3,3.6,-4.83,39.3,0.0,0.0,18.7,288.0,0.0,15.5,7,0.64,0,0,0,0
2893,1530403200.0,13.6,0.6,5.1,13.6,-1.3,4.3,-4.83,34.9,0.0,0.0,21.2,277.5,0.0,15.7,7,0.67,0,0,0,0
2894,1533081600.0,15.5,1.1,6.6,15.5,-1.0,5.8,-4.83,29.4,0.0,0.0,15.5,297.5,0.0,16.1,7,0.71,0,0,0,0
2895,1535760000.0,17.9,1.9,8.0,17.9,-0.4,7.1,-4.83,24.9,0.0,0.0,17.6,309.3,1.2,16.3,7,0.75,0,0,0,0
2896,1538352000.0,16.3,3.4,8.7,16.3,1.6,8.0,-4.83,22.4,0.0,0.0,14.4,321.8,51.9,10.9,5,0.77,0,1,0,0
2897,1541030400.0,19.9,5.1,10.8,19.9,3.3,10.2,-4.83,22.0,0.0,0.0,15.8,304.3,37.4,14.8,7,0.81,0,1,0,0
2898,1543622400.0,17.9,5.9,10.0,17.9,4.9,9.7,-4.83,29.9,0.0,0.0,14.0,287.7,81.5,10.3,5,0.84,0,1,0,0
2899,1515801600.0,16.3,2.5,7.7,16.3,1.0,7.4,-4.83,32.8,0.0,0.0,17.3,273.7,3.3,15.7,7,0.87,0,0,0,0
2900,1515888000.0,17.0,3.3,8.2,17.0,2.0,7.9,-4.83,30.2,0.0,0.0,19.1,282.5,0.0,16.3,7,0.91,0,0,0,0
2901,1515974400.0,16.6,1.7,7.7,16.6,0.1,7.0,-4.83,28.9,0.0,0.0,18.7,279.3,0.0,16.2,7,0.94,0,0,0,0
2902,1516060800.0,19.0,4.6,9.4,19.0,3.1,8.6,-4.83,19.7,0.0,0.0,19.8,292.6,0.0,16.8,7,0.97,0,0,0,0
2903,1516147200.0,16.7,2.6,8.1,16.7,0.6,7.2,-4.83,21.8,0.0,0.0,14.4,284.5,1.1,16.4,7,0.0,0,0,0,0
2904,1516233600.0,18.5,2.9,9.3,18.5,0.4,8.4,-4.83,22.6,0.0,0.0,16.9,309.9,4.7,16.4,7,0.04,0,0,0,0
2905,1516320000.0,19.9,4.9,10.5,19.9,3.2,9.7,-4.83,22.4,0.0,0.0,15.5,315.2,0.0,17.0,7,0.08,0,0,0,0
2906,1516406400.0,19.8,5.2,10.1,19.8,3.7,9.5,-4.83,22.2,0.0,0.0,19.8,286.9,0.0,16.9,7,0.11,0,0,0,0
2907,1516492800.0,18.8,5.4,9.7,18.8,4.3,9.3,-4.83,25.0,0.0,0.0,16.9,276.3,0.0,16.3,7,0.14,0,0,0,0
2908,1516579200.0,18.0,4.3,9.3,18.0,4.3,9.3,-4.83,26.5,0.0,0.0,14.4,259.8,0.0,15.6,7,0.18,0,0,0,0
2909,1516665600.0,14.8,0.5,6.6,14.8,-3.1,5.7,-4.83,42.8,9.6,37.5,22.3,146.5,30.5,14.4,7,0.21,0,0,1,0
2910,1516752000.0,10.1,0.8,4.2,10.1,-1.1,3.3,-0.1,75.5,4.7,54.17,13.3,222.3,23.4,13.7,6,0.25,0,0,1,0
2911,1516838400.0,13.0,1.8,5.9,13.0,1.1,5.6,-3.2,54.3,0.0,0.0,16.2,271.2,0.0,17.1,7,0.25,0,0,0,0
2912,1516924800.0,12.7,0.5,5.1,12.7,-1.5,4.0,-4.83,49.1,0.0,0.0,18.4,292.8,0.4,16.8,7,0.32,0,0,0,0
2913,1517011200.0,13.4,0.3,5.1,13.4,-2.0,4.0,-4.83,42.0,0.0,0.0,19.1,285.3,0.4,17.4,8,0.35,0,0,0,0
2914,1517097600.0,15.7,0.2,6.3,15.7,-2.5,5.1,-4.83,37.0,0.0,0.0,22.0,293.8,21.3,17.8,8,0.39,0,1,0,0
2915,1517184000.0,17.3,1.8,8.0,17.3,-0.6,7.0,-4.83,37.0,0.0,0.0,21.2,291.1,23.4,17.7,8,0.42,0,1,0,0
2916,1517270400.0,20.3,4.1,10.3,20.3,2.3,9.3,-4.5,38.5,0.0,0.0,35.6,282.9,40.6,17.6,8,0.46,0,1,0,0
2917,1517356800.0,19.6,7.2,11.5,19.6,6.2,11.2,-3.3,37.5,0.0,0.0,15.8,291.9,83.6,12.9,6,0.5,0,1,0,0
2918,1514851200.0,17.6,6.4,10.8,17.6,5.3,10.5,-2.0,43.1,0.0,0.0,19.1,280.7,46.2,15.5,7,0.52,0,1,0,0
2919,1517529600.0,17.9,4.4,10.0,17.9,2.7,9.4,-3.1,42.8,0.0,0.0,17.3,287.3,25.3,18.1,8,0.56,0,1,0,0
2920,1519948800.0,15.7,3.8,8.6,15.7,1.9,7.9,-2.8,47.1,0.0,0.0,16.6,195.1,24.5,17.3,7,0.59,0,1,0,0
